chr1:1718760-1718880	GNB1_Ex_11
chr6:98201810-98201929	chr6q16.1
chr6:98938775-98938894	chr6q16.1
chr6:99825168-99825287	chr6q16.2
chr6:99992938-99993058	CCNC_Ex_11
chr6:99993058-99993178	CCNC_Ex_11
chr6:99998074-99998194	CCNC_Ex_8
chr6:100763109-100763228	chr6q16.3
chr6:101808160-101808279	chr6q16.3
chr6:102849277-102849396	chr6q16.3
chr6:103779216-103779335	chr6q16.3
chr6:104406990-104407109	chr6q16.3
chr6:105066397-105066516	chr6q16.3
chr6:106270446-106270565	chr6q21
chr6:107243900-107244019	chr6q21
chr6:107876342-107876461	chr6q21
chr6:108489541-108489660	chr6q21
chr6:109117087-109117206	chr6q21
chr6:110187264-110187383	chr6q21
chr6:110928741-110928860	chr6q21
chr6:112106233-112106352	chr6q21
chr6:112938747-112938866	chr6q21
chr6:113598070-113598189	chr6q21
chr6:114308731-114308850	chr6q21
chr6:115069489-115069608	chr6q22.1
chr6:115989301-115989420	chr6q22.1
chr6:116721597-116721716	chr6q22.1
chr6:117813210-117813329	chr6q22.1
chr6:118642692-118642811	chr6q22.31
chr6:119346853-119346972	chr6q22.31
chr6:120218388-120218507	chr6q22.31
chr6:121174589-121174708	chr6q22.31
chr6:121921412-121921531	chr6q22.31
chr6:122903014-122903133	chr6q22.31
chr6:123592776-123592895	chr6q22.31
chr6:124293470-124293589	chr6q22.31
chr6:124987180-124987299	chr6q22.31
chr6:126210336-126210455	chr6q22.32
chr6:127141009-127141128	chr6q22.33
chr6:128328774-128328893	chr6q22.33
chr6:129036401-129036520	chr6q22.33
chr6:129754058-129754177	chr6q22.33
chr6:130460259-130460378	chr6q23.1
chr6:131597317-131597436	chr6q23.2
chr6:132556458-132556577	chr6q23.2
chr6:133291489-133291608	chr6q23.2
chr6:133960861-133960980	chr6q23.2
chr6:134574875-134574994	chr6q23.2
chr6:135459132-135459251	chr6q23.3
chr6:135502592-135502712	MYB_Ex_1
chr6:135506971-135507091	MYB_Ex_2
chr6:135507091-135507211	MYB_Ex_2
chr6:135508932-135509052	MYB_Ex_3
chr6:135510909-135511029	MYB_Ex_4
chr6:135511255-135511375	MYB_Ex_5
chr6:135511375-135511495	MYB_Ex_5
chr6:135513452-135513572	MYB_Ex_6
chr6:135513572-135513692	MYB_Ex_6
chr6:135513692-135513812	MYB_Ex_6
chr6:135514966-135515086	MYB_Ex_7
chr6:135515484-135515604	MYB_Ex_8
chr6:135516796-135516916	MYB_Ex_9
chr6:135516916-135517036	MYB_Ex_9
chr6:135517036-135517156	MYB_Ex_9
chr6:135518009-135518129	MYB_Ex_10
chr6:135518129-135518249	MYB_Ex_10
chr6:135518249-135518369	MYB_Ex_10
chr6:135518369-135518489	MYB_Ex_10
chr6:135520026-135520146	MYB_Ex_11
chr6:135520146-135520266	MYB_Ex_11
chr6:135521163-135521283	MYB_Ex_12
chr6:135521283-135521403	MYB_Ex_12
chr6:135521408-135521528	MYB_Ex_13
chr6:135521528-135521648	MYB_Ex_13
chr6:135522767-135522887	MYB_Ex_14
chr6:135524345-135524465	MYB_Ex_15
chr6:135538892-135539012	MYB_Ex_16
chr6:135539012-135539132	MYB_Ex_16
chr6:136388363-136388482	chr6q23.3
chr6:137017347-137017466	chr6q23.3
chr6:137808728-137808847	chr6q23.3
chr6:138412553-138412672	chr6q23.3
chr6:139414855-139414974	chr6q24.1
chr6:140190799-140190918	chr6q24.1
chr6:141083022-141083141	chr6q24.1
chr6:142025119-142025238	chr6q24.1
chr6:142797230-142797349	chr6q24.1
chr6:143544588-143544707	chr6q24.2
chr6:144261807-144261926	chr6q24.2
chr6:144875196-144875315	chr6q24.2
chr6:145665108-145665227	chr6q24.3
chr6:146314976-146315095	chr6q24.3
chr6:147832704-147832823	chr6q24.3
chr6:148476106-148476225	chr6q24.3
chr6:149666918-149667037	chr6q25.1
chr6:150393831-150393950	chr6q25.1
chr6:151121701-151121820	chr6q25.1
chr6:151780963-151781082	chr6q25.1
chr6:152520435-152520554	chr6q25.2
chr6:153236391-153236510	chr6q25.2
chr6:154000318-154000437	chr6q25.2
chr6:154640751-154640870	chr6q25.2
chr6:155601943-155602062	chr6q25.3
chr6:156550621-156550740	chr6q25.3
chr6:157255387-157255506	chr6q25.3
chr6:157975115-157975234	chr6q25.3
chr6:158921665-158921784	chr6q25.3
chr6:159639471-159639590	chr6q25.3
chr6:160284191-160284310	chr6q25.3
chr6:161285701-161285820	chr6q26
chr6:162746300-162746419	chr6q26
chr6:163437616-163437735	chr6q26
chr6:164618980-164619099	chr6q27
chr6:165681129-165681248	chr6q27
chr6:166288974-166289093	chr6q27
chr6:167217319-167217438	chr6q27
chr6:167919587-167919706	chr6q27
chr6:168648377-168648496	chr6q27
chr6:169357665-169357784	chr6q27
chr6:170180570-170180689	chr6q27
chr6:170793315-170793434	chr6q27
chr7:284770-284889	chr7p22.3
chr7:1338563-1338682	chr7p22.3
chr7:2159378-2159497	chr7p22.3
chr7:2953374-2953493	chr7p22.2
chr7:3656006-3656125	chr7p22.2
chr7:4560254-4560373	chr7p22.1
chr7:5875745-5875864	chr7p22.1
chr7:6870873-6870992	chr7p22.1
chr7:7805909-7806028	chr7p21.3
chr7:8856857-8856976	chr7p21.3
chr7:9659196-9659315	chr7p21.3
chr7:10517340-10517459	chr7p21.3
chr7:11291341-11291460	chr7p21.3
chr7:12078783-12078902	chr7p21.3
chr7:13137195-13137314	chr7p21.3
chr7:14205457-14205576	chr7p21.2
chr7:15024895-15025014	chr7p21.2
chr7:15867145-15867264	chr7p21.2
chr7:16641690-16641809	chr7p21.1
chr7:17711392-17711511	chr7p21.1
chr7:18735188-18735307	chr7p21.1
chr7:19768820-19768939	chr7p21.1
chr7:20412141-20412260	chr7p21.1
chr7:21199832-21199951	chr7p15.3
chr7:22000116-22000235	chr7p15.3
chr7:22860152-22860271	chr7p15.3
chr7:23488679-23488798	chr7p15.3
chr7:24149233-24149352	chr7p15.3
chr7:24966696-24966815	chr7p15.3
chr7:25656615-25656734	chr7p15.2
chr7:26585197-26585316	chr7p15.2
chr7:27587756-27587875	chr7p15.2
chr7:28298068-28298187	chr7p15.1
chr7:29198070-29198189	chr7p14.3
chr7:29930509-29930628	chr7p14.3
chr7:30571296-30571415	chr7p14.3
chr7:31348888-31349007	chr7p14.3
chr7:32189481-32189600	chr7p14.3
chr7:33260100-33260219	chr7p14.3
chr7:33913040-33913159	chr7p14.3
chr7:35414710-35414829	chr7p14.2
chr7:36490539-36490658	chr7p14.2
chr7:37836008-37836127	chr7p14.1
chr7:38593062-38593181	chr7p14.1
chr7:39268136-39268255	chr7p14.1
chr7:39909831-39909950	chr7p14.1
chr7:41047835-41047954	chr7p14.1
chr7:42304272-42304391	chr7p14.1
chr7:43195206-43195325	chr7p14.1
chr7:44005948-44006067	chr7p13
chr7:44612694-44612813	chr7p13
chr7:45236281-45236400	chr7p13
chr7:45901595-45901714	chr7p12.3
chr7:46677424-46677543	chr7p12.3
chr7:47447862-47447981	chr7p12.3
chr7:48351625-48351744	chr7p12.3
chr7:49063554-49063673	chr7p12.2
chr7:49821265-49821384	chr7p12.2
chr7:50358638-50358758	IKZF1_Ex_2
chr7:50367144-50367264	IKZF1_Ex_3
chr7:50367264-50367384	IKZF1_Ex_3
chr7:50444191-50444311	IKZF1_Ex_4
chr7:50444311-50444431	IKZF1_Ex_4
chr7:50444431-50444551	IKZF1_Ex_4
chr7:50450188-50450308	IKZF1_Ex_5
chr7:50450308-50450428	IKZF1_Ex_5
chr7:50454973-50455093	IKZF1_Ex_6
chr7:50455093-50455213	IKZF1_Ex_6
chr7:50459347-50459467	IKZF1_Ex_7
chr7:50459467-50459587	IKZF1_Ex_7
chr7:50467606-50467726	IKZF1_Ex_8
chr7:50467726-50467846	IKZF1_Ex_8
chr7:50467846-50467966	IKZF1_Ex_8
chr7:50467966-50468086	IKZF1_Ex_8
chr7:50468086-50468206	IKZF1_Ex_8
chr7:50468206-50468326	IKZF1_Ex_8
chr7:50707785-50707904	chr7p12.1
chr7:51519244-51519363	chr7p12.1
chr7:52276608-52276727	chr7p12.1
chr7:53653943-53654062	chr7p12.1
chr7:54970000-54970119	chr7p11.2
chr7:56120822-56120941	chr7p11.2
chr7:57417510-57417629	chr7p11.2
chr7:62487614-62487733	chr7q11.21
chr7:63815562-63815681	chr7q11.21
chr7:64646544-64646663	chr7q11.21
chr7:65704517-65704636	chr7q11.21
chr7:66508287-66508406	chr7q11.21
chr7:67344051-67344170	chr7q11.22
chr7:67995230-67995349	chr7q11.22
chr7:68689543-68689662	chr7q11.22
chr7:70045384-70045503	chr7q11.22
chr7:70826017-70826136	chr7q11.22
chr7:71888502-71888621	chr7q11.22
chr7:73089360-73089479	chr7q11.23
chr7:73904813-73904932	chr7q11.23
chr7:75173076-75173195	chr7q11.23
chr7:76235641-76235760	chr7q11.23
chr7:77046163-77046282	chr7q11.23
chr7:77802644-77802763	chr7q21.11
chr7:78626224-78626343	chr7q21.11
chr7:79319871-79319990	chr7q21.11
chr7:80043923-80044042	chr7q21.11
chr7:81373560-81373679	chr7q21.11
chr7:82060025-82060144	chr7q21.11
chr7:82720167-82720286	chr7q21.11
chr7:83407416-83407535	chr7q21.11
chr7:84783994-84784113	chr7q21.11
chr7:85406302-85406421	chr7q21.11
chr7:86102832-86102951	chr7q21.11
chr7:86944583-86944702	chr7q21.12
chr7:88050339-88050458	chr7q21.12
chr7:88780955-88781074	chr7q21.13
chr7:89900324-89900443	chr7q21.13
chr7:90645242-90645361	chr7q21.13
chr7:92042957-92043076	chr7q21.2
chr7:92647720-92647839	chr7q21.2
chr7:92730621-92730741	SAMD9_Ex_2
chr7:92730741-92730861	SAMD9_Ex_2
chr7:92730861-92730981	SAMD9_Ex_2
chr7:92730981-92731101	SAMD9_Ex_2
chr7:92731101-92731221	SAMD9_Ex_2
chr7:92731221-92731341	SAMD9_Ex_2
chr7:92731341-92731461	SAMD9_Ex_2
chr7:92731461-92731581	SAMD9_Ex_2
chr7:92731581-92731701	SAMD9_Ex_2
chr7:92731701-92731821	SAMD9_Ex_2
chr7:92731821-92731941	SAMD9_Ex_2
chr7:92731941-92732061	SAMD9_Ex_2
chr7:92732061-92732181	SAMD9_Ex_2
chr7:92732181-92732301	SAMD9_Ex_2
chr7:92732301-92732421	SAMD9_Ex_2
chr7:92732421-92732541	SAMD9_Ex_2
chr7:92732541-92732661	SAMD9_Ex_2
chr7:92732661-92732781	SAMD9_Ex_2
chr7:92732781-92732901	SAMD9_Ex_2
chr7:92732901-92733021	SAMD9_Ex_2
chr7:92733021-92733141	SAMD9_Ex_2
chr7:92733141-92733261	SAMD9_Ex_2
chr7:92733261-92733381	SAMD9_Ex_2
chr7:92733381-92733501	SAMD9_Ex_2
chr7:92733501-92733621	SAMD9_Ex_2
chr7:92733621-92733741	SAMD9_Ex_2
chr7:92733741-92733861	SAMD9_Ex_2
chr7:92733861-92733981	SAMD9_Ex_2
chr7:92733981-92734101	SAMD9_Ex_2
chr7:92734101-92734221	SAMD9_Ex_2
chr7:92734221-92734341	SAMD9_Ex_2
chr7:92734341-92734461	SAMD9_Ex_2
chr7:92734461-92734581	SAMD9_Ex_2
chr7:92734581-92734701	SAMD9_Ex_2
chr7:92734701-92734821	SAMD9_Ex_2
chr7:92734821-92734941	SAMD9_Ex_2
chr7:92734941-92735061	SAMD9_Ex_2
chr7:92735061-92735181	SAMD9_Ex_2
chr7:92735181-92735301	SAMD9_Ex_2
chr7:92735301-92735421	SAMD9_Ex_2
chr7:92760520-92760640	SAMD9L_Ex_5
chr7:92760640-92760760	SAMD9L_Ex_5
chr7:92760760-92760880	SAMD9L_Ex_5
chr7:92760880-92761000	SAMD9L_Ex_5
chr7:92761000-92761120	SAMD9L_Ex_5
chr7:92761120-92761240	SAMD9L_Ex_5
chr7:92761240-92761360	SAMD9L_Ex_5
chr7:92761360-92761480	SAMD9L_Ex_5
chr7:92761480-92761600	SAMD9L_Ex_5
chr7:92761600-92761720	SAMD9L_Ex_5
chr7:92761720-92761840	SAMD9L_Ex_5
chr7:92761840-92761960	SAMD9L_Ex_5
chr7:92761960-92762080	SAMD9L_Ex_5
chr7:92762080-92762200	SAMD9L_Ex_5
chr7:92762200-92762320	SAMD9L_Ex_5
chr7:92762320-92762440	SAMD9L_Ex_5
chr7:92762440-92762560	SAMD9L_Ex_5
chr7:92762560-92762680	SAMD9L_Ex_5
chr7:92762680-92762800	SAMD9L_Ex_5
chr7:92762800-92762920	SAMD9L_Ex_5
chr7:92762920-92763040	SAMD9L_Ex_5
chr7:92763040-92763160	SAMD9L_Ex_5
chr7:92763160-92763280	SAMD9L_Ex_5
chr7:92763280-92763400	SAMD9L_Ex_5
chr7:92763400-92763520	SAMD9L_Ex_5
chr7:92763520-92763640	SAMD9L_Ex_5
chr7:92763640-92763760	SAMD9L_Ex_5
chr7:92763760-92763880	SAMD9L_Ex_5
chr7:92763880-92764000	SAMD9L_Ex_5
chr7:92764000-92764120	SAMD9L_Ex_5
chr7:92764120-92764240	SAMD9L_Ex_5
chr7:92764240-92764360	SAMD9L_Ex_5
chr7:92764360-92764480	SAMD9L_Ex_5
chr7:92764480-92764600	SAMD9L_Ex_5
chr7:92764600-92764720	SAMD9L_Ex_5
chr7:92764720-92764840	SAMD9L_Ex_5
chr7:92764840-92764960	SAMD9L_Ex_5
chr7:92764960-92765080	SAMD9L_Ex_5
chr7:92765080-92765200	SAMD9L_Ex_5
chr7:92765200-92765320	SAMD9L_Ex_5
chr7:93632951-93633070	chr7q21.3
chr7:94463829-94463948	chr7q21.3
chr7:95781689-95781808	chr7q21.3
chr7:96410191-96410310	chr7q21.3
chr7:97387785-97387904	chr7q21.3
chr7:98170058-98170177	chr7q22.1
chr7:99567396-99567515	chr7q22.1
chr7:100201171-100201290	chr7q22.1
chr7:100879162-100879281	chr7q22.1
chr7:101459271-101459391	CUX1_Ex_1
chr7:101459391-101459511	CUX1_Ex_1
chr7:101459511-101459631	CUX1_Ex_1
chr7:101459631-101459751	CUX1_Ex_1
chr7:101459751-101459871	CUX1_Ex_1
chr7:101459871-101459991	CUX1_Ex_1
chr7:101459991-101460111	CUX1_Ex_1
chr7:101460111-101460231	CUX1_Ex_1
chr7:101460231-101460351	CUX1_Ex_1
chr7:101460351-101460471	CUX1_Ex_1
chr7:101460471-101460591	CUX1_Ex_1
chr7:101460591-101460711	CUX1_Ex_1
chr7:101460711-101460831	CUX1_Ex_1
chr7:101460831-101460951	CUX1_Ex_1
chr7:101559385-101559505	CUX1_Ex_2
chr7:101671348-101671468	CUX1_Ex_3
chr7:101713609-101713729	CUX1_Ex_4
chr7:101740554-101740674	CUX1_Ex_5
chr7:101740674-101740794	CUX1_Ex_5
chr7:101747606-101747726	CUX1_Ex_6
chr7:101747726-101747846	CUX1_Ex_6
chr7:101754958-101755078	CUX1_Ex_7
chr7:101758467-101758587	CUX1_Ex_8
chr7:101801780-101801900	CUX1_Ex_9
chr7:101813716-101813836	CUX1_Ex_10
chr7:101821739-101821859	CUX1_Ex_11
chr7:101821859-101821979	CUX1_Ex_11
chr7:101833073-101833193	CUX1_Ex_12
chr7:101837102-101837222	CUX1_Ex_13
chr7:101838777-101838897	CUX1_Ex_14
chr7:101839904-101840024	CUX1_Ex_15
chr7:101840024-101840144	CUX1_Ex_15
chr7:101840144-101840264	CUX1_Ex_15
chr7:101840264-101840384	CUX1_Ex_15
chr7:101840384-101840504	CUX1_Ex_15
chr7:101840504-101840624	CUX1_Ex_15
chr7:101842032-101842152	CUX1_Ex_16
chr7:101843341-101843461	CUX1_Ex_17
chr7:101844570-101844690	CUX1_Ex_18
chr7:101844690-101844810	CUX1_Ex_18
chr7:101844810-101844930	CUX1_Ex_18
chr7:101844930-101845050	CUX1_Ex_18
chr7:101845050-101845170	CUX1_Ex_18
chr7:101845170-101845290	CUX1_Ex_18
chr7:101845290-101845410	CUX1_Ex_18
chr7:101845410-101845530	CUX1_Ex_18
chr7:101847641-101847761	CUX1_Ex_19
chr7:101847761-101847881	CUX1_Ex_19
chr7:101848354-101848474	CUX1_Ex_20
chr7:101870627-101870747	CUX1_Ex_21
chr7:101870747-101870867	CUX1_Ex_21
chr7:101870867-101870987	CUX1_Ex_21
chr7:101877322-101877442	CUX1_Ex_22
chr7:101877442-101877562	CUX1_Ex_22
chr7:101882590-101882710	CUX1_Ex_23
chr7:101882710-101882830	CUX1_Ex_23
chr7:101882830-101882950	CUX1_Ex_23
chr7:101891622-101891742	CUX1_Ex_24
chr7:101891742-101891862	CUX1_Ex_24
chr7:101891862-101891982	CUX1_Ex_24
chr7:101891982-101892102	CUX1_Ex_24
chr7:101892102-101892222	CUX1_Ex_24
chr7:101892222-101892342	CUX1_Ex_24
chr7:101977886-101978005	chr7q22.1
chr7:102632188-102632307	chr7q22.1
chr7:103557939-103558058	chr7q22.1
chr7:104346895-104347014	chr7q22.2
chr7:105427448-105427567	chr7q22.3
chr7:106399889-106400008	chr7q22.3
chr7:107319123-107319242	chr7q22.3
chr7:107932856-107932975	chr7q31.1
chr7:108649548-108649667	chr7q31.1
chr7:109733916-109734035	chr7q31.1
chr7:110516504-110516623	chr7q31.1
chr7:111357352-111357471	chr7q31.1
chr7:112089502-112089621	chr7q31.1
chr7:113132794-113132913	chr7q31.1
chr7:113752995-113753114	chr7q31.1
chr7:114595230-114595349	chr7q31.1
chr7:115900294-115900413	chr7q31.2
chr7:116680620-116680739	chr7q31.2
chr7:117512873-117512992	chr7q31.31
chr7:118352535-118352654	chr7q31.31
chr7:120716478-120716597	chr7q31.31
chr7:121541090-121541209	chr7q31.32
chr7:122243455-122243574	chr7q31.32
chr7:122879591-122879710	chr7q31.32
chr7:123948926-123949045	chr7q31.33
chr7:124761327-124761446	chr7q31.33
chr7:125875269-125875388	chr7q31.33
chr7:126620496-126620615	chr7q31.33
chr7:127526843-127526962	chr7q32.1
chr7:128232583-128232702	chr7q32.1
chr7:129581279-129581398	chr7q32.2
chr7:130419209-130419328	chr7q32.3
chr7:131407546-131407665	chr7q32.3
chr7:132263536-132263655	chr7q32.3
chr7:133077896-133078015	chr7q33
chr7:134195159-134195278	chr7q33
chr7:134346180-134346300	BPGM_Ex_2
chr7:134346300-134346420	BPGM_Ex_2
chr7:134346420-134346540	BPGM_Ex_2
chr7:134346540-134346660	BPGM_Ex_2
chr7:134346660-134346780	BPGM_Ex_2
chr7:134346780-134346900	BPGM_Ex_2
chr7:134363575-134363695	BPGM_Ex_3
chr7:134363695-134363815	BPGM_Ex_3
chr7:134954792-134954911	chr7q33
chr7:135754351-135754470	chr7q33
chr7:136628404-136628523	chr7q33
chr7:137882395-137882514	chr7q33
chr7:138708425-138708544	chr7q34
chr7:139056098-139056218	LUC7L2_Ex_2
chr7:139060788-139060908	LUC7L2_Ex_3
chr7:139083335-139083455	LUC7L2_Ex_4
chr7:139086873-139086993	LUC7L2_Ex_5
chr7:139090350-139090470	LUC7L2_Ex_6
chr7:139090470-139090590	LUC7L2_Ex_6
chr7:139091860-139091980	LUC7L2_Ex_7
chr7:139091980-139092100	LUC7L2_Ex_7
chr7:139094289-139094409	LUC7L2_Ex_8
chr7:139097287-139097407	LUC7L2_Ex_9
chr7:139102274-139102394	LUC7L2_Ex_10
chr7:139102394-139102514	LUC7L2_Ex_10
chr7:139106859-139106979	LUC7L2_Ex_11
chr7:139106979-139107099	LUC7L2_Ex_11
chr7:139583997-139584116	chr7q34
chr7:140205373-140205492	chr7q34
chr7:140452985-140453105	BRAF_Ex_15
chr7:140453105-140453225	BRAF_Ex_15
chr7:141120604-141120723	chr7q34
chr7:141916780-141916899	chr7q34
chr7:143042778-143042897	chr7q34
chr7:143915506-143915625	chr7q35
chr7:144872450-144872569	chr7q35
chr7:146193905-146194024	chr7q35
chr7:147025884-147026003	chr7q35
chr7:147833826-147833945	chr7q35
chr7:148504678-148504798	EZH2_Ex_20
chr7:148506153-148506273	EZH2_Ex_19
chr7:148506362-148506482	EZH2_Ex_18
chr7:148507405-148507525	EZH2_Ex_17
chr7:148508697-148508817	EZH2_Ex_16
chr7:148511031-148511151	EZH2_Ex_15
chr7:148511151-148511271	EZH2_Ex_15
chr7:148511976-148512096	EZH2_Ex_14
chr7:148512096-148512216	EZH2_Ex_14
chr7:148512558-148512678	EZH2_Ex_13
chr7:148513756-148513876	EZH2_Ex_12
chr7:148514304-148514424	EZH2_Ex_11
chr7:148514424-148514544	EZH2_Ex_11
chr7:148514859-148514979	EZH2_Ex_10
chr7:148514979-148515099	EZH2_Ex_10
chr7:148515099-148515219	EZH2_Ex_10
chr7:148516668-148516788	EZH2_Ex_9
chr7:148523496-148523616	EZH2_Ex_8
chr7:148523616-148523736	EZH2_Ex_8
chr7:148524246-148524366	EZH2_Ex_7
chr7:148525792-148525912	EZH2_Ex_6
chr7:148525912-148526032	EZH2_Ex_6
chr7:148526770-148526890	EZH2_Ex_5
chr7:148526890-148527010	EZH2_Ex_5
chr7:148529676-148529796	EZH2_Ex_4
chr7:148529796-148529916	EZH2_Ex_4
chr7:148543452-148543572	EZH2_Ex_3
chr7:148543572-148543692	EZH2_Ex_3
chr7:148544214-148544334	EZH2_Ex_2
chr7:148544334-148544454	EZH2_Ex_2
chr7:148637706-148637825	chr7q36.1
chr7:149499954-149500073	chr7q36.1
chr7:150228636-150228755	chr7q36.1
chr7:151356819-151356938	chr7q36.1
chr7:152345637-152345757	XRCC2_Ex_3
chr7:152345757-152345877	XRCC2_Ex_3
chr7:152345877-152345997	XRCC2_Ex_3
chr7:152345997-152346117	XRCC2_Ex_3
chr7:152346117-152346237	XRCC2_Ex_3
chr7:152346237-152346357	XRCC2_Ex_3
chr7:152346357-152346477	XRCC2_Ex_3
chr7:152357766-152357886	XRCC2_Ex_2
chr7:152373046-152373166	XRCC2_Ex_1
chr7:152402562-152402681	chr7q36.1
chr7:153460143-153460262	chr7q36.2
chr7:154213290-154213409	chr7q36.2
chr7:155067656-155067775	chr7q36.2
chr7:155868273-155868392	chr7q36.3
chr7:156684865-156684984	chr7q36.3
chr7:157762172-157762291	chr7q36.3
chr8:245088-245207	chr8p23.3
chr8:1027543-1027662	chr8p23.3
chr8:2060412-2060531	chr8p23.3
chr8:3087225-3087344	chr8p23.2
chr8:3205484-3205604	CSMD1_Ex_22
chr8:3205604-3205724	CSMD1_Ex_22
chr8:3216644-3216764	CSMD1_Ex_21
chr8:3216764-3216884	CSMD1_Ex_21
chr8:3855405-3855525	CSMD1_Ex_5
chr8:3855525-3855645	CSMD1_Ex_5
chr8:3889387-3889507	CSMD1_Ex_4
chr8:3889507-3889627	CSMD1_Ex_4
chr8:4105088-4105207	chr8p23.2
chr8:4863577-4863696	chr8p23.2
chr8:5916445-5916564	chr8p23.2
chr8:6684078-6684197	chr8p23.1
chr8:7365916-7366035	chr8p23.1
chr8:9067768-9067887	chr8p23.1
chr8:9809663-9809782	chr8p23.1
chr8:10876454-10876573	chr8p23.1
chr8:11616488-11616607	chr8p23.1
chr8:12586202-12586321	chr8p23.1
chr8:13395026-13395145	chr8p22
chr8:14403751-14403870	chr8p22
chr8:15431416-15431535	chr8p22
chr8:16166338-16166457	chr8p22
chr8:16984925-16985044	chr8p22
chr8:17977153-17977272	chr8p22
chr8:19030278-19030397	chr8p21.3
chr8:19749331-19749450	chr8p21.3
chr8:20812053-20812172	chr8p21.3
chr8:21900698-21900817	chr8p21.3
chr8:22633805-22633924	chr8p21.3
chr8:23408861-23408980	chr8p21.2
chr8:24208788-24208907	chr8p21.2
chr8:24925023-24925142	chr8p21.2
chr8:25773065-25773184	chr8p21.2
chr8:26476662-26476781	chr8p21.2
chr8:27529867-27529986	chr8p21.1
chr8:28302706-28302825	chr8p21.1
chr8:29063113-29063232	chr8p12
chr8:30344385-30344504	chr8p12
chr8:31320814-31320933	chr8p12
chr8:32170708-32170827	chr8p12
chr8:33004528-33004647	chr8p12
chr8:33691408-33691527	chr8p12
chr8:34792057-34792176	chr8p12
chr8:36418584-36418703	chr8p12
chr8:37218593-37218712	chr8p11.23
chr8:38299656-38299775	chr8p11.23
chr8:39612264-39612383	chr8p11.22
chr8:40376806-40376925	chr8p11.21
chr8:41141449-41141568	chr8p11.21
chr8:41895150-41895269	chr8p11.21
chr8:47947382-47947501	chr8q11.1
chr8:49111101-49111220	chr8q11.21
chr8:52017746-52017865	chr8q11.21
chr8:52949183-52949302	chr8q11.23
chr8:53766204-53766323	chr8q11.23
chr8:54505040-54505159	chr8q11.23
chr8:55567952-55568071	chr8q12.1
chr8:56322066-56322185	chr8q12.1
chr8:57172768-57172887	chr8q12.1
chr8:57826339-57826458	chr8q12.1
chr8:58639306-58639425	chr8q12.1
chr8:59417725-59417844	chr8q12.1
chr8:60522819-60522938	chr8q12.1
chr8:61186656-61186775	chr8q12.1
chr8:61991751-61991870	chr8q12.2
chr8:63272154-63272273	chr8q12.3
chr8:64036888-64037007	chr8q12.3
chr8:64811403-64811522	chr8q12.3
chr8:65803626-65803745	chr8q12.3
chr8:66631913-66632032	chr8q13.1
chr8:67383725-67383844	chr8q13.1
chr8:68474262-68474381	chr8q13.2
chr8:69170436-69170555	chr8q13.2
chr8:69995686-69995805	chr8q13.2
chr8:70727604-70727723	chr8q13.3
chr8:72001872-72001991	chr8q13.3
chr8:72757453-72757572	chr8q13.3
chr8:73745731-73745850	chr8q13.3
chr8:74887990-74888109	chr8q21.11
chr8:75572872-75572991	chr8q21.11
chr8:76327861-76327980	chr8q21.11
chr8:77099491-77099610	chr8q21.11
chr8:77616284-77616404	ZFHX4_Ex_2
chr8:77616404-77616524	ZFHX4_Ex_2
chr8:77616524-77616644	ZFHX4_Ex_2
chr8:77616644-77616764	ZFHX4_Ex_2
chr8:77616764-77616884	ZFHX4_Ex_2
chr8:77616884-77617004	ZFHX4_Ex_2
chr8:77617004-77617124	ZFHX4_Ex_2
chr8:77617124-77617244	ZFHX4_Ex_2
chr8:77617244-77617364	ZFHX4_Ex_2
chr8:77617364-77617484	ZFHX4_Ex_2
chr8:77617484-77617604	ZFHX4_Ex_2
chr8:77617604-77617724	ZFHX4_Ex_2
chr8:77617724-77617844	ZFHX4_Ex_2
chr8:77617844-77617964	ZFHX4_Ex_2
chr8:77617964-77618084	ZFHX4_Ex_2
chr8:77618084-77618204	ZFHX4_Ex_2
chr8:77618204-77618324	ZFHX4_Ex_2
chr8:77618324-77618444	ZFHX4_Ex_2
chr8:77618444-77618564	ZFHX4_Ex_2
chr8:77618564-77618684	ZFHX4_Ex_2
chr8:77618684-77618804	ZFHX4_Ex_2
chr8:77618804-77618924	ZFHX4_Ex_2
chr8:77619771-77619891	ZFHX4_Ex_3
chr8:77619891-77620011	ZFHX4_Ex_3
chr8:77620011-77620131	ZFHX4_Ex_3
chr8:77620131-77620251	ZFHX4_Ex_3
chr8:77620251-77620371	ZFHX4_Ex_3
chr8:77690404-77690524	ZFHX4_Ex_4
chr8:77690524-77690644	ZFHX4_Ex_4
chr8:77690644-77690764	ZFHX4_Ex_4
chr8:77744179-77744298	chr8q21.11
chr8:77745544-77745664	ZFHX4_Ex_5
chr8:77754831-77754951	ZFHX4_Ex_6
chr8:77754951-77755071	ZFHX4_Ex_6
chr8:77761221-77761341	ZFHX4_Ex_7
chr8:77761341-77761461	ZFHX4_Ex_7
chr8:77761738-77761858	ZFHX4_Ex_8
chr8:77761858-77761978	ZFHX4_Ex_8
chr8:77762431-77762551	ZFHX4_Ex_9
chr8:77762551-77762671	ZFHX4_Ex_9
chr8:77763032-77763152	ZFHX4_Ex_10
chr8:77763152-77763272	ZFHX4_Ex_10
chr8:77763272-77763392	ZFHX4_Ex_10
chr8:77763392-77763512	ZFHX4_Ex_10
chr8:77763512-77763632	ZFHX4_Ex_10
chr8:77763632-77763752	ZFHX4_Ex_10
